	review	label	restaurant
4129	잘먹었습니다 맛있어요	5	코리엔탈깻잎두마리치킨-대야점
4131	따뜻한것 좀 보내주세요	3	코리엔탈깻잎두마리치킨-대야점
4132	맛있어요 너무 ㅠㅠ	5	코리엔탈깻잎두마리치킨-대야점
4133	배달도 예상시간보다 빨리 오고 너무 맛있어서 참던 맥주까지 마시고있습니다! 잘 먹을게요	5	코리엔탈깻잎두마리치킨-대야점
4134	왕갈비맛은 처음 도전했는데 맛있네요	5	코리엔탈깻잎두마리치킨-대야점
4135	맛나게잘먹었어요!!! 근데아쉽네요..감자튀김이오래된건지곰팡이쓴거처럼하얀점이많고..감자가엄청딱딱해서.먹을수가없네요	3	코리엔탈깻잎두마리치킨-대야점
4136	시킨지 1 시간이 넘어서 받았고 다 식고 미지근 해져서 먹는데 맛도 덜하고 만족감도 떨어졌어요;; 아무리 비가 와도 이건 너무 늦는거 아닌가요 오토바이 타면 얼마 걸리지도 않는거리인대	3	코리엔탈깻잎두마리치킨-대야점
4137	양많고맛있어요~~~	5	코리엔탈깻잎두마리치킨-대야점
4138	맛있어요 다음에 또주문이요	5	코리엔탈깻잎두마리치킨-대야점
4139	맛도  좋고  배달도  빠르고  음식도  맛나네요	5	코리엔탈깻잎두마리치킨-대야점
4140	오늘도 잘먹었습니다. 긋긋긋	5	코리엔탈깻잎두마리치킨-대야점
4141	항상맛있어요~!!! 배달도예상보다빨랐어요~!!	5	코리엔탈깻잎두마리치킨-대야점
4142	여기 치킨은 첨먹어보는데 맛있어요 소스도 많이 들어있고 조합이 잘 맞네요 잘 먹었습니당 #식후감	5	코리엔탈깻잎두마리치킨-대야점
4143	날씨가 더워서 그런지 치킨을 잘 식혀서 가져다 주셨고 감자튀김은 눅눅하고 촉촉하고 치즈볼은 고소함과 쫄깃함은 사라지고  냉장고에 잘 모셔놨네요~	5	코리엔탈깻잎두마리치킨-대야점
4144	맛잇게잘먹엇습니다..	5	코리엔탈깻잎두마리치킨-대야점
4145	너무너무너무 맛나게잘먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4146	맛있게 잘먹었어요. 많이 파세요.	5	코리엔탈깻잎두마리치킨-대야점
4147	할인행사해서 기대없이 그냥 시켜봤는데 생각보다 더 맛있어서 놀랐어요!!! 매콤한게 특히 맛있었어요..! 소떡소떡은 소스가 흘를까봐 그러신것같은데 소스가 한쪽면만 조금 발라져있어서 좀 아쉬웠는데 괜찮아요 맛있어요~~~	5	코리엔탈깻잎두마리치킨-대야점
4148	맛있어서 계속시키게 되요	5	코리엔탈깻잎두마리치킨-대야점
4150	전체적으로 굿!! 맛나게 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4151	순살이라 부드럽고 저렴하고 맛있어요. 근데 후라이드 튀김옷이 너무 두꺼워서  조금 불편했어요.	5	코리엔탈깻잎두마리치킨-대야점
4152	배달예상시간보다 빨리 도착했어요 맛있게 잘 먹었습니다	4	코리엔탈깻잎두마리치킨-대야점
4153	어릴때부터 넘 좋아하는 곳 흐흐 떡볶이 떡이 좀 안익어서 와서 데워먹었어욤 ㅠㅠ 그래도 맛은 핵 꿀 맛 !	5	코리엔탈깻잎두마리치킨-대야점
4155	치즈킹이 별로라 별 하나 뺍니당 ㅠ 후라이드랑 파닭은 존맛탱!! 재주문인데 또 시켜먹을거에여	5	코리엔탈깻잎두마리치킨-대야점
4156	딱딱하긴한데 맛있어요 강정좋아하시면 호	5	코리엔탈깻잎두마리치킨-대야점
4158	개꿀맛 개꿀맛 개꿀맛!	5	코리엔탈깻잎두마리치킨-대야점
4159	양이 전보다 줄어든 것 같아요 후라이드는 먹을만한데, 로제는 너무 맛없어요ㅠ 진짜 맛없어요.. 며칠 지난거 먹는 느낌이에요 배달은 빨라요	3	코리엔탈깻잎두마리치킨-대야점
4160	잘먹었습니다! 맛있었어요	5	코리엔탈깻잎두마리치킨-대야점
4161	두가지 맛으로 주문했구요 둘다 맛이 좋습니다	5	코리엔탈깻잎두마리치킨-대야점
4162	사장님!오래간만에시켰는데도변함없이맛나네요.더운날씨에고생많으세요^^	5	코리엔탈깻잎두마리치킨-대야점
4163	역시 역시 맛있습니다 서비스 짱짱	5	코리엔탈깻잎두마리치킨-대야점
4164	예상 시간보다 일찍왔어요  개인적으로 황금지단은 별로였어요 ㅠㅠ 다음엔 다른맛으로~~	4	코리엔탈깻잎두마리치킨-대야점
4165	굿 맛있습니디 순살 간만에 먹었는데 넘 맛있게 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4166	마싯어요 빠삭빠삭해요	5	코리엔탈깻잎두마리치킨-대야점
4167	감튀가 바삭하게 올정도 치킨은 그냥 겉바속촉 맛집 인정 배달에서 쪼금 아쉽긴하지만 잘먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4168	오늘은 치킨 없이 사이드만 주문했는데 핫도그는 쫄깃, 바삭하고 튀김도 맛있어용 떡볶이도 맛있고 계란도 2개나 넣어주시네요!! 소떡은 치즈 시켰는데 다른맛이 왔어요ㅎㅎ 잘 먹었습니다~~	5	코리엔탈깻잎두마리치킨-대야점
4169	맛있어서 자주 시켜 먹어요~^^ 양도 많고 만족스럽습니다	5	코리엔탈깻잎두마리치킨-대야점
4170	항상 맛있게 잘 먹고있어요! 소떡소떡 넘 맛있음 ㅠㅠ	5	코리엔탈깻잎두마리치킨-대야점
4171	저번엔 이러지 않았는데 배달이 늦어서 그런건지 치킨은 다 식어서그런지 딱딱하고 맛도 없고 .기분 팍 상하는구만요	2	코리엔탈깻잎두마리치킨-대야점
4172	맛있게 잘 먹었습니다. 사진은 못 찍었네요.	5	코리엔탈깻잎두마리치킨-대야점
4174	맛은있는데 생각보다 튀김옷이 두터운거 같아서 다음에는 뼈있는걸로 주문하려구요^^ 잘먹었습니다~~	4	코리엔탈깻잎두마리치킨-대야점
4177	맛있다는 이야기만  듣다 처음 먹어봤는데 맛있어요 푸짐하구요	5	코리엔탈깻잎두마리치킨-대야점
4178	진짜 맛있고 서비스가 정말 좋네요 ㅎㅎㅎㅎ	5	코리엔탈깻잎두마리치킨-대야점
4179	맛있게 잘 먹엇어요~ 배달 빨라서 더 좋았네요!	5	코리엔탈깻잎두마리치킨-대야점
4183	친구들이랑 맛나게 먹었어요 근데 양이 좀 아쉬워요	5	코리엔탈깻잎두마리치킨-대야점
4184	맛나서 또 시켜먹엇어요	5	코리엔탈깻잎두마리치킨-대야점
4185	잘받았습니다....	4	코리엔탈깻잎두마리치킨-대야점
4186	문자남겨달랬는데 문자가안와서 차갑게 식은 치킨먹었네요... 그나마 소스가 안굳어서 먹을만했습니다.	3	코리엔탈깻잎두마리치킨-대야점
4187	잘먹었습니다 너무매워용  ㅜㅜ	5	코리엔탈깻잎두마리치킨-대야점
4188	오늘도 잘먹었습니다. 항상 맛있게 먹구있어용!!!!!	5	코리엔탈깻잎두마리치킨-대야점
4189	사장님!오늘도너무맛나게잘먹었습니다.수고하세요^^	5	코리엔탈깻잎두마리치킨-대야점
4190	맛나게 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4191	먹을만했습니다  번창하세요	3	코리엔탈깻잎두마리치킨-대야점
4192	맛나게 먹엇어요 111	5	코리엔탈깻잎두마리치킨-대야점
4193	빠른 배달 감사합니다. 맛나게 잘 먹었어요~ 쏘떡쏘떡,감튀도 맛나네요~^^	4	코리엔탈깻잎두마리치킨-대야점
4194	깻잎주셨는데 안뿌리고 찍었네요ㅋㅋㅋㅋ 슈림프핫수파이시 달달짭조름먀콥하니 맛있었어요! 튀김도 바삭하고!	5	코리엔탈깻잎두마리치킨-대야점
4195	맛있습니다. 잘먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4196	사장님!늘요청사하도잘드러주시고서비스감사합니다.오늘도또시켜먹을생각이에요^^	5	코리엔탈깻잎두마리치킨-대야점
4197	사장님!너무너무너무맛나게잘먹었습니다.요즘정말자주시켜먹네요.또주문할께요^^	5	코리엔탈깻잎두마리치킨-대야점
4198	맛나게잘먹었어요!!!!!!!	4	코리엔탈깻잎두마리치킨-대야점
4199	잘먹었어용 긋긋 빨리 가져다 주시고 맛나용	5	코리엔탈깻잎두마리치킨-대야점
4200	음식이 식어서 왔네요.저희 빌라 배달경험이 없으신 분들은 잘 못찾아서...	3	코리엔탈깻잎두마리치킨-대야점
4201	맛있게 잘 먹었습니다.  양이면 양 맛이면 맛 .... 😍	5	코리엔탈깻잎두마리치킨-대야점
4202	이번에 로제퀸치킨인가 신메뉴나왔데서 시켜먹어봤는데 억지로 2조각먹고 그대로 음식물처리함에 직행했습니다. 정말 맛없습니다. 나머지는 종종 자주 시켜먹었는데 제가 실망스러운점은 메뉴가 어떻고 어떤맛이고 이런상세한 정보를 기입했더라면 2마리 시켰을때 로제퀸을 말고 다른걸 시켰을텐데 그점이 참 아쉽네요..	2	코리엔탈깻잎두마리치킨-대야점
4203	사장님!오늘도너무맛나게잘먹었습니다.서비스도감사합니다.또주문할께요수고하세요^^	5	코리엔탈깻잎두마리치킨-대야점
4204	양도많고맛있습니다!	5	코리엔탈깻잎두마리치킨-대야점
4205	두마리 세트인데 두마리 치고는 양이 너무 적어요 한마리인듯한 양입니다	2	코리엔탈깻잎두마리치킨-대야점
4206	12345678900	5	코리엔탈깻잎두마리치킨-대야점
4208	맛잇어요!!!!!!!	5	코리엔탈깻잎두마리치킨-대야점
4209	맛있고~~양도많구 배달도 빨리와거 좋네요	5	코리엔탈깻잎두마리치킨-대야점
4210	항상 맛있게 먹고 있습니다	5	코리엔탈깻잎두마리치킨-대야점
4211	사장님!너무너무너무 맛나게잘먹었습니다.수고하세요^^	5	코리엔탈깻잎두마리치킨-대야점
4212	고기가 너무커서 한입아닌게아쉽습니다 맛은좋아서 애용할게요	5	코리엔탈깻잎두마리치킨-대야점
4213	맛있어서 더 먹고싶어........	5	코리엔탈깻잎두마리치킨-대야점
4214	잘먹었습니다 사진을 찍을 생각도 못하고 바로 ^^	5	코리엔탈깻잎두마리치킨-대야점
4215	맛있게 잘 먹었습니당 :)	5	코리엔탈깻잎두마리치킨-대야점
4217	맛있어요 매운거 잘 못 먹는분들한테 특히 추천합니다	5	코리엔탈깻잎두마리치킨-대야점
4218	첨 먹어보는데 맛있네요	5	코리엔탈깻잎두마리치킨-대야점
4219	시킬 때면 먹을 게 많아서 항상 행복합니다 가성비 갑!	5	코리엔탈깻잎두마리치킨-대야점
4220	남은거 데워먹어도 맛나네용	5	코리엔탈깻잎두마리치킨-대야점
4221	맛 양은 좋습니다 기름이 너무 많고 느끼해요	3	코리엔탈깻잎두마리치킨-대야점
4222	사장님!오늘도너무너무맛나게잘먹었습니다.수고하세요^^	5	코리엔탈깻잎두마리치킨-대야점
4223	맛있게 잘 먹었어요~! 후라이드는 사람에 따라 조금 느끼할 수 있어요!	4	코리엔탈깻잎두마리치킨-대야점
4224	감사히 잘먹었습니다ㅎㅎ	5	코리엔탈깻잎두마리치킨-대야점
4225	진짜 맛이 있어요오	5	코리엔탈깻잎두마리치킨-대야점
4226	감사해요 잘 먹엇어요	5	코리엔탈깻잎두마리치킨-대야점
4227	사장님!첫주문너무맛나게잘먹었습니다.기름도깨끗하고짱맛나요.또시켜먹을께요^^	5	코리엔탈깻잎두마리치킨-대야점
4228	맛있는 치킨 이벤트 덕분에 싸게 잘 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4229	항상 맛있게 잘먹구 있어요. 불마왕인지 대마왕인지  신메뉴라고 시켰는데 생각보다 매콤했음ㅋㅋ 맛있게 잘먹었습니다.	5	코리엔탈깻잎두마리치킨-대야점
4230	불마왕치킨 매콤하니 맛있네요  뼈닭 크기도 커서 한마리 시켰는데 두명이 넉넉히 먹었네요 ㅎㅎ	5	코리엔탈깻잎두마리치킨-대야점
4231	배달 빨리왔구요 맛도 더 있어졌고 양도 푸짐하고 깻잎에 고추도 신선하네요 만족히 먹었어요 할인으로 가격도 괜찮아졌구요!	5	코리엔탈깻잎두마리치킨-대야점
4232	오늘도 맛나게 잘 먹었습니다 완전 내 스타일이야~	5	코리엔탈깻잎두마리치킨-대야점
4233	오랜만에 먹었지만 맛있어요 깻잎이 신의한수	4	코리엔탈깻잎두마리치킨-대야점
4234	맛나고 좋아용 잘먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4235	너무 너무 너무 맛있었어요 최근에 먹은 치킨 중 최고!!! 소떡소떡 너무 완전 환상적...또 먹고 싶당 맛있게 만들어주서서 감사합니다! 그런데 슈프림 불왕 시켰는데 리뷰 사진에 있는 일반 불왕이랑 같더라구여!ㅠㅠ원래 비슷하게 나오나요??	5	코리엔탈깻잎두마리치킨-대야점
4237	배송도 빠르고 맛도 좋습니다. 순살이라 크기만 좀 작으면 좋을거 같아요~	5	코리엔탈깻잎두마리치킨-대야점
4238	매운맛이 상당히 강력합니다	5	코리엔탈깻잎두마리치킨-대야점
4239	잘 먹었습니다..,...	5	코리엔탈깻잎두마리치킨-대야점
4240	수원 왕 갈비 청양 고추 있어 살짝 매콤해요 케이준 감자도 맛나요 잘먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4241	그냥 일반 후라이드입니다 기름도 너무 많아요 튀김옷도 너무두꺼워서 느끼함	3	코리엔탈깻잎두마리치킨-대야점
4242	진짜 너무맛있어요 깻잎이랑 같이 먹으니까 매운맛도 덜하고 강츄입니다 다음에 또 먹을게요!	5	코리엔탈깻잎두마리치킨-대야점
4244	배달은 좀 늦긴했지만 바삭하니 맛있었어요	5	코리엔탈깻잎두마리치킨-대야점
4245	엄청 맵게 맛있어요~ 잘 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4246	매번치킨은여기서시켜요~ 싸고양도많고너무맛있어요♥ 떡볶이이벤트는대박이에요진심 ㅠㅠ 밀떡인데웬만한떡볶이집보다도맛있어요. 감자튀김도양념돼있고바삭바삭해서4살짜리아가가다먹었답니다♥ 너무많이주셔서둘이먹는데배터지게먹고도남았네요~ 대박나세요♥	5	코리엔탈깻잎두마리치킨-대야점
4247	먹느라고 사진을 못 찍었네요 너무 맛있게 잘먹었습니다~~^-^ 양도 많고 간도 딱 좋았어요	5	코리엔탈깻잎두마리치킨-대야점
4249	맛있어요 깻잎하고 같이 먹어도 맛있어요오	5	코리엔탈깻잎두마리치킨-대야점
4250	배달 완전 짱빨리오고 맛도 있어요~~	5	코리엔탈깻잎두마리치킨-대야점
4252	처음 시켰는데 정말 맛나네용~	5	코리엔탈깻잎두마리치킨-대야점
4253	맛있고가격에비해맛도 좋아요~^^	5	코리엔탈깻잎두마리치킨-대야점
4254	잘 먹었습니다. 맛있었어요! 굿	5	코리엔탈깻잎두마리치킨-대야점
4255	양이 적은거 같이 보였는데 막상 먹으니까 양도 많고 맛도 좋은거 같아여 근데 배달은 좀 느림	5	코리엔탈깻잎두마리치킨-대야점
4256	맛있게 먹었습니다~~^^	5	코리엔탈깻잎두마리치킨-대야점
4257	아주 맛있습니다^^	5	코리엔탈깻잎두마리치킨-대야점
4258	잘먹었습니다. ㅠㅠㅠ	5	코리엔탈깻잎두마리치킨-대야점
4259	맛나게잘먹었어요!!	3	코리엔탈깻잎두마리치킨-대야점
4260	음...음? 믹스?	3	코리엔탈깻잎두마리치킨-대야점
4261	옛날엔 시즈닝이 더 많았는데 조금 아쉽	5	코리엔탈깻잎두마리치킨-대야점
4262	양도 많고 맛도 괜찮고 추천합니다	5	코리엔탈깻잎두마리치킨-대야점
4263	요즘 치킨시키면 돈이 아까웠는데   맛도 좋고 양도 많고  배달도 빨랐어요  치킨이 이래야지 생각나요	5	코리엔탈깻잎두마리치킨-대야점
4264	먹을만해요........	5	코리엔탈깻잎두마리치킨-대야점
4265	맛도 괜찮았고 양도 푸짐해서 좋았어용^^♡	5	코리엔탈깻잎두마리치킨-대야점
4266	오늘 시킨거랑 똑같은거임	5	코리엔탈깻잎두마리치킨-대야점
4267	여러가지 맛이라 다양하게 즐길수 있었습니다	5	코리엔탈깻잎두마리치킨-대야점
4268	진짜너무너무맛있어요~ 튀김옷도바삭바삭 굿굿굿♥♥	5	코리엔탈깻잎두마리치킨-대야점
4269	맛있어요 양도많아서 다못먹었어요	5	코리엔탈깻잎두마리치킨-대야점
4270	배달이 밀려있어서일까요... 1시간만에 받은 치킨은 차게 식어있네요ㅜㅜ 이미 치킨박스 자체도 온기가 전혀 느껴지질 않았어요.이렇게나 실망스러운적은 없었는데 꽤나 실망이 커요..................	2	코리엔탈깻잎두마리치킨-대야점
4271	마싯어용 바삭하네영	5	코리엔탈깻잎두마리치킨-대야점
4272	직원이 치킨묵고싶다캐서 어디꺼 시킬지 고민중 예전에 코리엔탈을 한번 직원이랑 먹었는데 그때 너무 맛나게 묵어따고 먹자해서 오늘도 재주문 해버렸습니다!!!! 존맛그자체❤️	5	코리엔탈깻잎두마리치킨-대야점
4273	언제나 그랬듯이 맛은 있네요~~배달도 생각봐보다 일찍 왔구요!!맛있는 음식 감사합니다😝😝	5	코리엔탈깻잎두마리치킨-대야점
4274	맛이좋습니다 배달빨라요	5	코리엔탈깻잎두마리치킨-대야점
4275	너무 맛있었어요 잘먹었습니다 담에 또 시킬게요	5	코리엔탈깻잎두마리치킨-대야점
4276	배고파서 급하게 먹느라 사진을 못찍었네요 ㅜㅜ 처음엔 깻잎과 같이 튀겨진 모습에 생소했지만 먹어보니 너무 맛있어서 좋았어요  아주 잘 먹었습니다 나중에 또 시킬께요~~~	5	코리엔탈깻잎두마리치킨-대야점
4277	맛좋닭	5	코리엔탈깻잎두마리치킨-대야점
4278	오랜만에 주문했는데  ᆢ 고추쏘핫 처음 먹어봤는데  너무 짰어요 ㅠ 오늘은 후라이드도 너무 많이 튀기신거 같아요  ᆢ 너무 질겼어요	5	코리엔탈깻잎두마리치킨-대야점
4279	배달도 금방와주셔서 후딱먹어서 너무 좋았어요  고추마요 소스도 너무맛있었구   슈프림핫스파이스도 먹을때마다 항상시키는거같아요  바삭하고 맛있구 시켜먹을때마다 계속 먹어야겠어요 ㅎㅎ	5	코리엔탈깻잎두마리치킨-대야점
4280	우선 치킨 맛나구여 잡내 1도없이 신선합니다 함께온 떡볶이는 전문점 떡볶이 수준이구요 후라이드랑 왜 이리 잘 어울리는지ㅎ 후식으로 챙겨주신 초코맛웨하스는 사장님 센스가 기가 막히다는걸 알 수 있네요 맛납니다 번창하세요^^	5	코리엔탈깻잎두마리치킨-대야점
4281	배달한시간기달려서너무배고팠지만치킨이느므맛있어서기다린보람이있었어요~ 튀김옷도바삭바삭후라이드랑매운고추치킨맛있어용 양도많고짱짱!!	5	코리엔탈깻잎두마리치킨-대야점
4282	너무 맛있어요 ~~~ 양념도 굳 양은 완전 굳 바삭함도 굳이에욜ㅇㅇㅇ	5	코리엔탈깻잎두마리치킨-대야점
4284	양도많고 맛도좋고 너무너무 좋습니다!!!	5	코리엔탈깻잎두마리치킨-대야점
4285	바삭하고 맛있어요^^ 아들도 맛있다고 하네요!	5	코리엔탈깻잎두마리치킨-대야점
4286	맛있고 양많고 배달 빨라요 추천합니다	5	코리엔탈깻잎두마리치킨-대야점
4287	가격대비 구성이 좋아서 항상 먹습니다 감사합니다!!!	5	코리엔탈깻잎두마리치킨-대야점
4288	맛있닭	5	코리엔탈깻잎두마리치킨-대야점
4289	눈꼿치즈?? 가운데꺼 짱 맛있어여 ~~~	5	코리엔탈깻잎두마리치킨-대야점
4290	맛있습니다 또주문할게요	5	코리엔탈깻잎두마리치킨-대야점
4291	잘 먹엇습니다...	4	코리엔탈깻잎두마리치킨-대야점
4292	어제 저녁 먹고 오늘 점심까지 해결했습니다	5	코리엔탈깻잎두마리치킨-대야점
4293	양이 정말 푸짐합니다. 배달도 따끈따끈하게 빨리 오셨네요 잘먹었습니다.	5	코리엔탈깻잎두마리치킨-대야점
4294	배달도 빠르고 기사분도 친절해요~	5	코리엔탈깻잎두마리치킨-대야점
4295	맛나게잘먹었어요!!!!	4	코리엔탈깻잎두마리치킨-대야점
4296	처음 시켜보는데 맛있어요!!	5	코리엔탈깻잎두마리치킨-대야점
4297	감사합니다  잘묵었어요오오옹	5	코리엔탈깻잎두마리치킨-대야점
4298	너무 맛있어요!!!!	5	코리엔탈깻잎두마리치킨-대야점
4299	맛있고 배달도 빨라서 좋아요~ 감튀 들어있는게 신의 한수인듯!	5	코리엔탈깻잎두마리치킨-대야점
4300	배달도 빨리오고 치킨도 정말 많있네요~ 가성비 굿굿	5	코리엔탈깻잎두마리치킨-대야점
4301	맛있습니다  항상시켜먹는데 맛잇네요 조금 식어서왓는데 그래도맛잇어요 서비스도 감사합니다	5	코리엔탈깻잎두마리치킨-대야점
4302	서비스로 주신 떡볶이에 후라이드 잘버무려서 맛있게먹었습니다 감사합니다	5	코리엔탈깻잎두마리치킨-대야점
4303	야무져요 ㅎ마니파세여	5	코리엔탈깻잎두마리치킨-대야점
4304	순살이 안 뻑뻑하고 부드럽네요 서비스로 주신 떡볶이 치킨 집 떡볶이라 기대 안 했는데 매콤하니 진짜 맛있네요 역시 콜라는 코카죠 콜라도 잘 마시겠습니다	5	코리엔탈깻잎두마리치킨-대야점
4305	맛도좋고 양도 많아서 배불리 잘 먹었습니다.	5	코리엔탈깻잎두마리치킨-대야점
4306	빠른배달~~~맛있는치킨! 맛있어요~~~~~~	5	코리엔탈깻잎두마리치킨-대야점
4307	넘  맛나게  먹엇어요 '.양도  많고  다음에 또  주문할거같아요	5	코리엔탈깻잎두마리치킨-대야점
4308	맛있어요 !!! 생각보다 양 많고 떡볶이가 약간 신전떡볶이 맛납니당😘 다른 곳 보다 빨리 배달와서 굿굿👍	5	코리엔탈깻잎두마리치킨-대야점
4309	아니 후라이드 오랜만에 시켜먹었는데 그게 또 그렇게 존맛탱인거 알죠,,,? 그리고 서비스로 주신 떡볶이 양이 무슨 돈주고 사먹는것 만큼 양이 많아요ㅠㅠㅠ? 아니 물론 너무너무 좋단 소리죠 ㅎㅎ 오픈부터 주문해서 힘드셨을텐데 감사합니다 덕분에 맛있게 먹고 출근해서 하루 든든하게 일했어요 !!	5	코리엔탈깻잎두마리치킨-대야점
4310	이번에도 역시나 맛있게 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4311	세상에 이 맛 이 배달속도 실화입니까 거기다 가격도 착하고 심지어 서비스까지ㅜㅜ 번창하세요	5	코리엔탈깻잎두마리치킨-대야점
4312	양도 많고 배송도 빠르고 맛있슴둥	5	코리엔탈깻잎두마리치킨-대야점
4314	정말 맛있고 친절해요! 무조건 대야점!!! 그리도 닭다리살 순살인 부분이 아주 매력적입니다!	5	코리엔탈깻잎두마리치킨-대야점
4315	정말 맛있게 잘먹었습니다  느끼함이 없어서 더 좋아요	5	코리엔탈깻잎두마리치킨-대야점
4316	완전 따뜻하고 맛있있어요~	5	코리엔탈깻잎두마리치킨-대야점
4317	맛나게 잘먹었어용~	5	코리엔탈깻잎두마리치킨-대야점
4318	맛도 양도 정말 최고에요!!	5	코리엔탈깻잎두마리치킨-대야점
4319	두말이 필요없는 끝내주는 치킨	5	코리엔탈깻잎두마리치킨-대야점
4320	맛있게 잘 먹었어요~ 양파크리미는 양파양이 정~말 많네요!	5	코리엔탈깻잎두마리치킨-대야점
4321	맛있습니다 오늘 또 주문예정입니다	5	코리엔탈깻잎두마리치킨-대야점
4322	조금느리긴해도 맛도 있고 양도 많음	5	코리엔탈깻잎두마리치킨-대야점
4323	맛잇네요 다음에 또 시켜먹을게요	5	코리엔탈깻잎두마리치킨-대야점
4324	서비스도 주시고 맛도 일품!!	5	코리엔탈깻잎두마리치킨-대야점
4325	기본 사이드가 이렇게 푸짐한 데는 처음이에요!!! 너무 맛있게 먹었습니다	5	코리엔탈깻잎두마리치킨-대야점
4326	항상 맛있게 먹고있습니다!  양도 푸짐하고 4명이 달라들어 먹어도 어느하나 불평하는 사람이 없어요  다음에도 또 주문할거에요	5	코리엔탈깻잎두마리치킨-대야점
4327	매번 시켜먹는데 시켜먹을때마다 다양하게 시켜서 먹는편입니다 이번엔 양념&amp;슈프림칠리로 시켰는데  양념은 달달하니 맛나고 슈프림칠리는 약간 매콤한느낌이 나더라구요 제가 매운건 잘못먹는편인데도 괜찮은매움정도입니다 ㅎㅎ 떡볶이도 존맛...ㅎㅎ 다음에 시켜먹을때도 양념 칠리로 당분간은 먹을거같네요 ㅎㅎ	5	코리엔탈깻잎두마리치킨-대야점
4328	배달 왔을때 보니까 양념이 엎어져있어서 안에 내용물들 씻느라 고생하긴 했지만 보기만 그럴뿐이지 맛은 굉장히 맛있습니다!! 다음에도 시켜먹을게요!!	5	코리엔탈깻잎두마리치킨-대야점
4329	맛나게 먹었어열. 떡볶이도 내 스턀이고 생각보다 감튀도 맛나서 만족쓰	5	코리엔탈깻잎두마리치킨-대야점
4331	맛도좋고배달도 빠르고	5	코리엔탈깻잎두마리치킨-대야점
4332	사진속에 없는 소떡소떡과 떡볶이도 잘 먹었어요	5	코리엔탈깻잎두마리치킨-대야점
4333	너무 맛있게 잘먹었습니다 ^^	5	코리엔탈깻잎두마리치킨-대야점
4334	배달 출발 알림 오고 30분이나 지나서 도착 다 식어서 왔네요 걸어서도 10분이면 올텐데ㅋㅋ 집들러서 밥한끼 먹고 배달해주신듯	3	코리엔탈깻잎두마리치킨-대야점
4335	배달도 빠르고 치킨도 맛잇엇어요 감튀 느므좋아요!! 리뷰이벤트로 주신 떡볶이가 좀.. 싱거워서 아쉬웟어요ㅜ 예전 리뷰이벤트로 튀김받았는데 그게 쨩이엿어요!! 수고하세요 다음에 또 주문할께요 건승하세요 d=(´▽｀)=b	5	코리엔탈깻잎두마리치킨-대야점
4336	배달도 빠르게 왔고 너무 잘 먹었어요	5	코리엔탈깻잎두마리치킨-대야점
4337	맛있어요 ~~ 리뷰 서비스랑 초코렛도 너무 좋아요 순살이 다리살이라 뻑뻑하지 않고 맛있네요 맛 별로 사진이 있었음 좋을꺼 같아요	5	코리엔탈깻잎두마리치킨-대야점
4338	날이 추워 식긴했지만 맛나게 먹었습니다. 예상시간보다 빨리 오셨네요. 어려운 시기 힘내세요^^	5	코리엔탈깻잎두마리치킨-대야점
4340	양이 미쳤습니다 얼마나 미쳤냐구여!? 일단 저 양을 혼자 3일동안 무겄습니다 맛 양 모두 만점!	5	코리엔탈깻잎두마리치킨-대야점
4341	기대 않고 시킨 건데 웬걸!!! 완전 기대이상이었어욬ㅋㅋㅋ 뼈치킨만 좋아하시던 엄마가 요기 순살은 맛있게 잘 드시네용 ㅋㅋㅋ 잘 먹었습니당 ㅋㅋㅋ	5	코리엔탈깻잎두마리치킨-대야점
4342	바삭하고 너무 맛있었어요👍	5	코리엔탈깻잎두마리치킨-대야점
4344	처음 시켜봤는데 올~~ 맛있어요^^ 양도많고 다양하게 이맛저맛 맛볼수있어서  좋네요.  담엔 다른것도 시켜볼려구요~	5	코리엔탈깻잎두마리치킨-대야점
4345	먹다보니 찍엇어요 깜박해서 맛잇어요 배달빨라요 서비스 좋아요 굿	5	코리엔탈깻잎두마리치킨-대야점
4346	맛도 좋고 양도 많구 배달도 빨리오네요~~	5	코리엔탈깻잎두마리치킨-대야점
4347	서비스로 튀김이랑 귀여운 망고젤리 보내주셔서 감사해요!  맛보기 튀김도 다 맛나고, 떡볶이 매운맛은 깔끔하게 매콤한 맛이 좋았어요~! 깻잎치킨 속살도 커서 먹기 좋고 역시 맛있네요! 대야점은 처음인데 정말 맛있게 먹었어요~! 다음에도 또 주문할게요~!	5	코리엔탈깻잎두마리치킨-대야점
4348	맛이 너무 많아서 맘에 들어요  3가지다 색다르게 먹어보니깐 너무 맜있어요 강력 추천드려요 레알	5	코리엔탈깻잎두마리치킨-대야점
4349	진짜 맛있고 다음에 또 시켜먹으려고요!	5	코리엔탈깻잎두마리치킨-대야점
